"OCEAN","REGION","MAJOR_GROUP","ORDER","FAMILY","SPECIES"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CAESIONIDAE","CJX"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","APOGONIDAE","APO"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","NEMIPTERIDAE","THD"
"Atlantic","Atlantic, Western Central","PISCES","CLUPEIFORMES","CLUPEIDAE","SAA"
"Atlantic","Atlantic, Western Central","MOLLUSCA","CEPHALOPODA","LOLIGINIDAE","SQC"
"Atlantic","Atlantic, Western Central","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Atlantic","Atlantic, Western Central","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Atlantic","Atlantic, Western Central","AMPHIBIA, REPTILIA","TESTUDINES","CHELONIIDAE","TUG"
"","Asia - Inland waters","CRUSTACEA","NATANTIA","","DCP"
"Pacific","Pacific, Western Central","MOLLUSCA","CEPHALOPODA","","CEP"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","HAEMULIDAE","GRX"
"Atlantic","Mediterranean and Black Sea","PISCES","PISCES MISCELLANEA","","MZZ"
"Atlantic","Mediterranean and Black Sea","CRUSTACEA","BRACHYURA","MAJIDAE","SCR"
"Atlantic","Atlantic, Western Central","AMPHIBIA, REPTILIA","TESTUDINES","CHELONIIDAE","TTH"
"","Europe - Inland waters","PISCES","PISCES MISCELLANEA","","FRF"
"Atlantic","Mediterranean and Black Sea","PISCES","PLEURONECTIFORMES","","FLX"
"Atlantic","Mediterranean and Black Sea","PISCES","GADIFORMES","MERLUCCIIDAE","HKE"
"Atlantic","Mediterranean and Black Sea","PISCES","MUGILIFORMES","MUGILIDAE","MUF"
"Atlantic","Mediterranean and Black Sea","PISCES","CLUPEIFORMES","CLUPEIDAE","SAA"
"Atlantic","Mediterranean and Black Sea","PISCES","CLUPEIFORMES","CLUPEIDAE","PIL"
"Atlantic","Mediterranean and Black Sea","PISCES","CLUPEIFORMES","ENGRAULIDAE","ANE"
"Pacific","Pacific, Western Central","CRUSTACEA","CRUSTACEA MISCELLANEA","","CRU"
"Atlantic","Atlantic, Southwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQA"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BUM"
"Indian","Indian Ocean, Eastern","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","BUM"
"Pacific","Pacific, Northwest","PISCES","BELONIFORMES","SCOMBERESOCIDAE","SAP"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","HMZ"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","MOA"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","POX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","YTL"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","AMX"
"Atlantic","Atlantic, Western Central","PISCES","CLUPEIFORMES","CLUPEIDAE","THA"
"Atlantic","Atlantic, Western Central","PISCES","CLUPEIFORMES","ENGRAULIDAE","AVA"
"Atlantic","Atlantic, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","BON"
"Pacific","Pacific, Southeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","YFT"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","OLP"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","BUA"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","BIS"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","TRICHIURIDAE","LHT"
"Indian","Indian Ocean, Western","PISCES","PISCES MISCELLANEA","","DPX"
"Atlantic","Atlantic, Western Central","AMPHIBIA, REPTILIA","TESTUDINES","CHELONIIDAE","TTL"
"","America, South - Inland waters","AMPHIBIA, REPTILIA","TESTUDINES","","TUL"
"","Asia - Inland waters","AMPHIBIA, REPTILIA","CROCODILIA","CROCODYLIDAE","CDS"
"","Asia - Inland waters","INVERTEBRATA AQUATICA","INVERTEBRATA AQUATICA MISCELL.","","INV"
"","Oceania - Inland waters","PISCES","PISCES MISCELLANEA","","FRF"
"Pacific","Pacific, Southwest","PISCES","PISCES MISCELLANEA","","MZZ"
"Pacific","Pacific, Northeast","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Pacific","Pacific, Eastern Central","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Pacific","Pacific, Southwest","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Southern","Antarctic areas nei","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","MIW"
"","Marine areas outside the Antarctic","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","BRW"
"Southern","Antarctic areas nei","MAMMALIA","ODONTOCETI","PHYSETERIDAE","SPW"
"","Marine areas outside the Antarctic","MAMMALIA","ODONTOCETI","PHYSETERIDAE","SPW"
"Southern","Antarctic areas nei","MAMMALIA","ODONTOCETI","DELPHINIDAE","PIW"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","GPX"
"","America, South - Inland waters","CRUSTACEA","NATANTIA","PALAEMONIDAE","PPF"
"Atlantic","Atlantic, Western Central","CRUSTACEA","BRACHYURA","PORTUNIDAE","CRB"
"Atlantic","Atlantic, Western Central","CRUSTACEA","BRACHYURA","","CRA"
"Atlantic","Atlantic, Northwest","PISCES","PISCES MISCELLANEA","","FIN"
"Atlantic","Atlantic, Western Central","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Atlantic, Southwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Atlantic, Southeast","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Indian","Indian Ocean, Western","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Atlantic, Western Central","PISCES","BELONIFORMES","BELONIDAE","BEN"
"Atlantic","Atlantic, Western Central","PISCES","BELONIFORMES","HEMIRAMPHIDAE","BAL"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","CARANGIDAE","CGX"
"Atlantic","Atlantic, Western Central","PISCES","OTHER PERCIFORMES","SPHYRAENIDAE","BAR"
"","Asia - Inland waters","PISCES","SALMONIFORMES","SALMONIDAE","TRR"
"Atlantic","Atlantic, Eastern Central","PISCES","GADIFORMES","MERLUCCIIDAE","HKX"
"Atlantic","Atlantic, Northeast","PLANTAE AQUATICAE","PHAEOPHYCEAE","","SWB"
"Pacific","Pacific, Northwest","PLANTAE AQUATICAE","PHAEOPHYCEAE","","SWB"
"Atlantic","Atlantic, Northeast","PLANTAE AQUATICAE","RHODOPHYCEAE","","SWR"
"Atlantic","Mediterranean and Black Sea","PLANTAE AQUATICAE","RHODOPHYCEAE","","SWR"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","BRAMIDAE","POA"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","BRAMIDAE","POA"
"Pacific","Pacific, Northwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAS"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAS"
"Pacific","Pacific, Eastern Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAS"
"Atlantic","Atlantic, Southeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAX"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAX"
"Pacific","Pacific, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAX"
"Atlantic","Atlantic, Eastern Central","PISCES","STROMATEOIDEI, ANABANTOIDEI","STROMATEIDAE","BLB"
"Indian","Indian Ocean, Western","CRUSTACEA","BRACHYURA","","CRA"
"","Africa - Inland waters","PISCES","PISCES MISCELLANEA","","FRF"
"","Africa - Inland waters","PISCES","PERCOIDEI","CICHLIDAE","TLN"
"Pacific","Pacific, Northwest","PLANTAE AQUATICAE","RHODOPHYCEAE","","SWR"
"Atlantic","Mediterranean and Black Sea","PISCES","PERCOIDEI","CARANGIDAE","JAX"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","CARANGIDAE","JAX"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","JAX"
"Pacific","Pacific, Southeast","PISCES","PISCES MISCELLANEA","","MZZ"
"Southern","Pacific, Antarctic","PISCES","PISCES MISCELLANEA","","MZZ"
"","Former USSR area - Inland waters","CRUSTACEA","CRUSTACEA MISCELLANEA","","FCX"
"Atlantic","Mediterranean and Black Sea","CRUSTACEA","BRACHYURA","","CRA"
"","America, South - Inland waters","PISCES","PERCOIDEI","CICHLIDAE","AQK"
"","America, South - Inland waters","PISCES","PERCOIDEI","CICHLIDAE","TOC"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","MLD"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","CSM"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","CSD"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CHARACIDAE","CHA"
"","America, South - Inland waters","PISCES","CHARACIFORMES","ERYTHRINIDAE","HWU"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CURIMATIDAE","PLR"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CURIMATIDAE","QMR"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CURIMATIDAE","PRL"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CURIMATIDAE","PNL"
"","America, South - Inland waters","PISCES","CHARACIFORMES","CYNODONTIDAE","HWV"
"","America, South - Inland waters","PISCES","SILURIFORMES","DORADIDAE","DPZ"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","BPT"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","BXP"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","HYM"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","PEH"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","MDI"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","UDF"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","UDT"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","ZUZ"
"","America, South - Inland waters","PISCES","SILURIFORMES","PIMELODIDAE","HPN"
"","America, South - Inland waters","PISCES","SILURIFORMES","","FSI"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","CFJ"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","BSX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","PRIACANTHIDAE","PQR"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","LJN"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","SNC"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","SNL"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","SNY"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","PQI"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","RPU"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LUTJANIDAE","SNX"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","CARANGIDAE","SDX"
"Atlantic","Atlantic, Northeast","PISCES","PISCES MISCELLANEA","","FIN"
"Atlantic","Arctic Sea","PISCES","PISCES MISCELLANEA","","MZZ"
"Southern","Antarctic areas nei","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","SIW"
"","Marine areas outside the Antarctic","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","SIW"
"Southern","Antarctic areas nei","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","BLW"
"Pacific","Pacific, Southeast","PISCES","PERCOIDEI","CORYPHAENIDAE","DOL"
"Atlantic","Atlantic, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","VMA"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","HAEMULIDAE","HLL"
"Atlantic","Atlantic, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","PNT"
"Atlantic","Atlantic, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","PEN"
"Atlantic","Atlantic, Western Central","CRUSTACEA","NATANTIA","PENAEIDAE","BOB"
"Atlantic","Atlantic, Western Central","MOLLUSCA","GASTROPODA","","GAS"
"Atlantic","Atlantic, Western Central","MOLLUSCA","BIVALVIA","OSTREIDAE","OYM"
"Indian","Indian Ocean, Eastern","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Pacific","Pacific, Northwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Pacific","Pacific, Northeast","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Pacific","Pacific, Western Central","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Pacific","Pacific, Southwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"","Marine areas outside the Antarctic","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","BLW"
"Atlantic","Atlantic, Western Central","MOLLUSCA","BIVALVIA","MYTILIDAE","MSL"
"Indian","Indian Ocean, Western","CRUSTACEA","REPTANTIA","PALINURIDAE","LOK"
"Indian","Indian Ocean, Western","CRUSTACEA","REPTANTIA","PALINURIDAE","URW"
"Indian","Indian Ocean, Western","CRUSTACEA","NATANTIA","PENAEIDAE","PEN"
"Atlantic","Atlantic, Northeast","PLANTAE AQUATICAE","PLANTAE AQUATICAE MISCELLANEA","","APL"
"Atlantic","Mediterranean and Black Sea","PLANTAE AQUATICAE","PLANTAE AQUATICAE MISCELLANEA","","APL"
"","America, North - Inland waters","PISCES","PISCES MISCELLANEA","","FRF"
"Atlantic","Atlantic, Northwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAC"
"Atlantic","Atlantic, Northeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAC"
"Atlantic","Mediterranean and Black Sea","PISCES","SCOMBROIDEI","SCOMBRIDAE","MAC"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCC"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Atlantic","Mediterranean and Black Sea","MOLLUSCA","MOLLUSCA MISCELLANEA","","MSH"
"Atlantic","Atlantic, Eastern Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","BET"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","BET"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","HAEMULIDAE","OTR"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","HAEMULIDAE","BRG"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","HAEMULIDAE","GRX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","YNA"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","YNJ"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","YNE"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","YNV"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","WKX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","CKM"
"Indian","Indian Ocean, Eastern","PISCES","PERCOIDEI","CARANGIDAE","SDX"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","CARANGIDAE","SDX"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","TRE"
"Atlantic","Atlantic, Southeast","PISCES","PERCOIDEI","CARANGIDAE","TRE"
"Atlantic","Atlantic, Southeast","CRUSTACEA","REPTANTIA","PALINURIDAE","SLV"
"Indian","Indian Ocean, Western","CRUSTACEA","REPTANTIA","PALINURIDAE","SLV"
"Pacific","Pacific, Southeast","CRUSTACEA","REPTANTIA","PALINURIDAE","SLV"
"","America, South - Inland waters","PISCES","PERCOIDEI","SCIAENIDAE","LGQ"
"","America, South - Inland waters","PISCES","PISCES MISCELLANEA","","FRF"
"","America, South - Inland waters","PISCES","SALMONIFORMES","SALMONIDAE","TRR"
"","America, South - Inland waters","PISCES","CLUPEIFORMES","","DCX"
"Atlantic","Atlantic, Western Central","PISCES","PLEURONECTIFORMES","","FLX"
"Atlantic","Atlantic, Northwest","PISCES","GADIFORMES","GADIDAE","COD"
"Indian","Indian Ocean, Western","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Indian","Indian Ocean, Western","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Indian","Indian Ocean, Western","INVERTEBRATA AQUATICA","HOLOTHUROIDEA","","CUX"
"","Europe - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCP"
"Atlantic","Atlantic, Southwest","PISCES","PISCES MISCELLANEA","","MZZ"
"Atlantic","Atlantic, Southeast","PISCES","PISCES MISCELLANEA","","MZZ"
"Southern","Atlantic, Antarctic","PISCES","PISCES MISCELLANEA","","MZZ"
"Southern","Antarctic areas nei","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","FIW"
"","Marine areas outside the Antarctic","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","FIW"
"Southern","Antarctic areas nei","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","HUW"
"Atlantic","Atlantic, Western Central","PISCES","ELOPIFORMES","MEGALOPIDAE","TAR"
"Atlantic","Atlantic, Western Central","PISCES","STROMATEOIDEI, ANABANTOIDEI","STROMATEIDAE","BTG"
"Atlantic","Atlantic, Western Central","PISCES","PISCES MISCELLANEA","","PPX"
"Atlantic","Atlantic, Western Central","PISCES","LAMNIFORMES","ALOPIIDAE","BTH"
"Atlantic","Atlantic, Western Central","PISCES","LAMNIFORMES","LAMNIDAE","SMA"
"Pacific","Pacific, Southeast","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Atlantic, Southeast","MOLLUSCA","CEPHALOPODA","OCTOPODIDAE","OCT"
"Pacific","Pacific, Northwest","MOLLUSCA","CEPHALOPODA","GONATIDAE","GDW"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FBM"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCP"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCC"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","CGO"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FRO"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCG"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","SVC"
"Atlantic","Atlantic, Western Central","PISCES","LAMNIFORMES","LAMNIDAE","LMA"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","BSH"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","CCL"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","CCN"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","CCR"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","CCE"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","ISTIOPHORIDAE","SFA"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCIAENIDAE","WKK"
"Atlantic","Atlantic, Western Central","MOLLUSCA","BIVALVIA","ARCIDAE","ARK"
"Atlantic","Atlantic, Western Central","MOLLUSCA","BIVALVIA","VENERIDAE","CLV"
"Atlantic","Atlantic, Western Central","PISCES","BERYCIFORMES","HOLOCENTRIDAE","HCZ"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","GPB"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SERRANIDAE","EEU"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FSC"
"Atlantic","Atlantic, Southwest","PISCES","SCOMBROIDEI","SCOMBRIDAE","VMA"
"Atlantic","Mediterranean and Black Sea","INVERTEBRATA AQUATICA","ANTHOZOA","CORALLIIDAE","COL"
"Atlantic","Mediterranean and Black Sea","INVERTEBRATA AQUATICA","DEMOSPONGIAE","SPONGIIDAE","SPO"
"","Africa - Inland waters","PISCES","CLUPEIFORMES","CLUPEIDAE","DAG"
"Pacific","Pacific, Northeast","PISCES","PERCOIDEI","CARANGIDAE","PJM"
"Pacific","Pacific, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","PJM"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","CARANGIDAE","TRE"
"Pacific","Pacific, Western Central","PISCES","PERCOIDEI","CARANGIDAE","TRE"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","LUK"
"Atlantic","Atlantic, Eastern Central","PISCES","PERCOIDEI","CARANGIDAE","LEE"
"Atlantic","Atlantic, Southeast","PISCES","SCOMBROIDEI","SCOMBRIDAE","VMA"
"Pacific","Pacific, Northwest","CRUSTACEA","ANOMURA","LITHODIDAE","KCD"
"Pacific","Pacific, Northeast","CRUSTACEA","ANOMURA","LITHODIDAE","KCD"
"Atlantic","Atlantic, Eastern Central","CRUSTACEA","NATANTIA","PENAEIDAE","DPS"
"Atlantic","Atlantic, Western Central","PISCES","ALBULIFORMES","ALBULIDAE","BOF"
"Atlantic","Atlantic, Western Central","PISCES","SILURIFORMES","ARIIDAE","TWS"
"Atlantic","Atlantic, Western Central","PISCES","SILURIFORMES","ARIIDAE","AXP"
"Atlantic","Atlantic, Western Central","PISCES","SILURIFORMES","ARIIDAE","BEM"
"Atlantic","Atlantic, Western Central","PISCES","SILURIFORMES","ARIIDAE","CAX"
"Atlantic","Atlantic, Western Central","PISCES","MUGILIFORMES","MUGILIDAE","MUF"
"Pacific","Pacific, Northwest","PISCES","PISCES MISCELLANEA","","SKX"
"Southern","Indian Ocean, Antarctic","PISCES","PISCES MISCELLANEA","","MZZ"
"Pacific","Pacific, Northwest","PISCES","PISCES MISCELLANEA","","MZZ"
"Atlantic","Atlantic, Northwest","CRUSTACEA","NATANTIA","PANDALIDAE","PRA"
"","Marine areas outside the Antarctic","MAMMALIA","MYSTICETI","BALAENOPTERIDAE","HUW"
"","Marine areas outside the Antarctic","MAMMALIA","MYSTICETI","","MYS"
"Southern","Antarctic areas nei","MAMMALIA","ODONTOCETI","ZIPHIIDAE","BOW"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","RSK"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPL"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","SPHYRNIDAE","SPK"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","TRIAKIDAE","SDV"
"Atlantic","Atlantic, Western Central","PISCES","RAJIFORMES","DASYATIDAE","RDA"
"","America, South - Inland waters","PISCES","RAJIFORMES","POTAMOTRYGONIDAE","QEX"
"Atlantic","Atlantic, Western Central","PISCES","RAJIFORMES","MYLIOBATIDAE","MAE"
"Atlantic","Atlantic, Western Central","PISCES","RAJIFORMES","GYMNURIDAE","RGI"
"Atlantic","Atlantic, Western Central","PISCES","RAJIFORMES","","SRX"
"Atlantic","Atlantic, Northwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQI"
"Atlantic","Atlantic, Northwest","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Atlantic, Northeast","MOLLUSCA","CEPHALOPODA","OMMASTREPHIDAE","SQU"
"Atlantic","Atlantic, Northwest","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Atlantic","Atlantic, Southeast","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"Pacific","Pacific, Northwest","MOLLUSCA","MOLLUSCA MISCELLANEA","","MOL"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","ASU"
"","Asia - Inland waters","PISCES","CYPRINIFORMES","CYPRINIDAE","FCY"
"","Asia - Inland waters","PISCES","ESOCIFORMES","ESOCIDAE","FPI"
"","Asia - Inland waters","PISCES","SILURIFORMES","SILURIDAE","SOM"
"","Asia - Inland waters","PISCES","PERCOIDEI","PERCIDAE","FPP"
"","Asia - Inland waters","PISCES","OTHER PERCIFORMES","CHANNIDAE","FSN"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","TIG"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","RHL"
"Atlantic","Atlantic, Western Central","PISCES","CARCHARHINIFORMES","CARCHARHINIDAE","RHR"
"Indian","Indian Ocean, Western","PISCES","PERCOIDEI","RACHYCENTRIDAE","CBA"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","SCOMBRIDAE","RAG"
"Pacific","Pacific, Northwest","INVERTEBRATA AQUATICA","ECHINOIDEA","STRONGYLOCENTROTIDAE","URC"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","MULLIDAE","MUM"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","LABRIDAE","LCX"
"Atlantic","Atlantic, Western Central","PISCES","PERCOIDEI","SCARIDAE","PWT"
"Atlantic","Atlantic, Western Central","PISCES","ACANTHUROIDEI","ACANTHURIDAE","SUR"
"Atlantic","Atlantic, Western Central","PISCES","TETRAODONTIFORMES","OSTRACIIDAE","BXF"
"Atlantic","Atlantic, Western Central","PISCES","TETRAODONTIFORMES","BALISTIDAE","TRI"
"Atlantic","Atlantic, Western Central","PISCES","CLUPEIFORMES","","CLU"
"Atlantic","Atlantic, Western Central","PISCES","SCOMBROIDEI","SCOMBRIDAE","KGX"
"Indian","Indian Ocean, Western","PISCES","SCOMBROIDEI","SCOMBRIDAE","RAX"
